message;severity;node;stamp;topics;location
"Got new plan";"2";"/move_base";"1503322437.647313145";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::setPlan:139"
"State machine starting in initial state 'NAVIGATION' with userdata: 
	['goal', 'n_fails']";"2";"/monitored_nav";"1503322437.493603944";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:execute:347"
"Concurrence starting with userdata: 
	['goal', 'n_fails']";"2";"/monitored_nav";"1503322437.489343881";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:execute:211"
"State machine starting in initial state 'MONITORED_NAV' with userdata: 
	['result', 'goal', 'n_fails']";"2";"/monitored_nav";"1503322437.488931894";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:execute:347"
"Current edge: WayPoint1_WayPoint15--physics_cafe";"2";"/topological_navigation";"1503322437.461555004";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:377"
"From WayPoint1 do (human_aware_navigation) to WayPoint15";"2";"/topological_navigation";"1503322437.461282014";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:374"
"first action human_aware_navigation";"2";"/topological_navigation";"1503322437.460974931";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:322"
"1 Nodes on route";"2";"/topological_navigation";"1503322437.460691928";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:313"
"Navigating Case 1";"2";"/topological_navigation";"1503322437.460407018";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:navigate:228"
"Waiting for Topological map ...";"2";"/topological_navigation";"1503322437.460095882";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"route_search.py:__init__:24"
"Navigating Take : 0";"2";"/topological_navigation";"1503322437.459826946";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:navigate:220"
"Navigating From WayPoint1 to WayPoint15";"2";"/topological_navigation";"1503322437.459492921";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:executeCallback:159"
"[NAV] Requesting navigation to choose";"2";"/waitress_nav";"1503322437.445024967";"/rosout,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:on_go_to:68"
"No matching device found.... waiting for devices. Reason: openni2_wrapper::OpenNI2Device::OpenNI2Device(const string&) @ /tmp/binarydeb/ros-indigo-openni2-camera-0.2.7/src/openni2_device.cpp @ 74 : Device open failed
	Could not open \"1d27/0601@1/9\": USB transfer timeout!

";"2";"/chest_xtion/chest_xtion_nodelet_manager";"1503322428.493480908";"/chest_xtion/depth/image,/chest_xtion/depth/image/compressed,/chest_xtion/depth/image/compressed/parameter_descriptions,/chest_xtion/depth/image/compressed/parameter_updates,/chest_xtion/depth/image/compressedDepth,/chest_xtion/depth/image/compressedDepth/parameter_descriptions,/chest_xtion/depth/image/compressedDepth/parameter_updates,/chest_xtion/depth/image/theora,/chest_xtion/depth/image/theora/parameter_descriptions,/chest_xtion/depth/image/theora/parameter_updates,/chest_xtion/depth/image_rect,/chest_xtion/depth/image_rect/compressed,/chest_xtion/depth/image_rect/compressed/parameter_descriptions,/chest_xtion/depth/image_rect/compressed/parameter_updates,/chest_xtion/depth/image_rect/compressedDepth,/chest_xtion/depth/image_rect/compressedDepth/parameter_descriptions,/chest_xtion/depth/image_rect/compressedDepth/parameter_updates,/chest_xtion/depth/image_rect/theora,/chest_xtion/depth/image_rect/theora/parameter_descriptions,/chest_xtion/depth/image_rect/theora/parameter_updates,/chest_xtion/depth/image_rect_raw,/chest_xtion/depth/image_rect_raw/compressed,/chest_xtion/depth/image_rect_raw/compressed/parameter_descriptions,/chest_xtion/depth/image_rect_raw/compressed/parameter_updates,/chest_xtion/depth/image_rect_raw/compressedDepth,/chest_xtion/depth/image_rect_raw/compressedDepth/parameter_descriptions,/chest_xtion/depth/image_rect_raw/compressedDepth/parameter_updates,/chest_xtion/depth/image_rect_raw/theora,/chest_xtion/depth/image_rect_raw/theora/parameter_descriptions,/chest_xtion/depth/image_rect_raw/theora/parameter_updates,/chest_xtion/depth/points,/chest_xtion/depth_rectify_depth/parameter_descriptions,/chest_xtion/depth_rectify_depth/parameter_updates,/chest_xtion/depth_registered/points,/chest_xtion/depth_registered/sw_registered/camera_info,/chest_xtion/depth_registered/sw_registered/image_rect,/chest_xtion/depth_registered/sw_registered/image_rect/compressed,/chest_xtion/depth_registered/sw_registered/image_rect/compressed/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect/compressed/parameter_updates,/chest_xtion/depth_registered/sw_registered/image_rect/compressedDepth,/chest_xtion/depth_registered/sw_registered/image_rect/compressedDepth/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect/compressedDepth/parameter_updates,/chest_xtion/depth_registered/sw_registered/image_rect/theora,/chest_xtion/depth_registered/sw_registered/image_rect/theora/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect/theora/parameter_updates,/chest_xtion/depth_registered/sw_registered/image_rect_raw,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressed,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressed/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressed/parameter_updates,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressedDepth,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressedDepth/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect_raw/compressedDepth/parameter_updates,/chest_xtion/depth_registered/sw_registered/image_rect_raw/theora,/chest_xtion/depth_registered/sw_registered/image_rect_raw/theora/parameter_descriptions,/chest_xtion/depth_registered/sw_registered/image_rect_raw/theora/parameter_updates,/chest_xtion/rgb/image_rect_color,/chest_xtion/rgb/image_rect_color/compressed,/chest_xtion/rgb/image_rect_color/compressed/parameter_descriptions,/chest_xtion/rgb/image_rect_color/compressed/parameter_updates,/chest_xtion/rgb/image_rect_color/compressedDepth,/chest_xtion/rgb/image_rect_color/compressedDepth/parameter_descriptions,/chest_xtion/rgb/image_rect_color/compressedDepth/parameter_updates,/chest_xtion/rgb/image_rect_color/theora,/chest_xtion/rgb/image_rect_color/theora/parameter_descriptions,/chest_xtion/rgb/image_rect_color/theora/parameter_updates,/chest_xtion/rgb_rectify_color/parameter_descriptions,/chest_xtion/rgb_rectify_color/parameter_updates,/rosout";"/tmp/binarydeb/ros-indigo-openni2-camera-0.2.7/src/openni2_driver.cpp:OpenNI2Driver::initDevice:738"
