message;severity;node;stamp;topics;location
"say Thank you! I will be on my way.";"2";"/ros_mary_bridge";"1502806293.574915885";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:<module>:261"
"action triggered: say Thank you! I will be on my way.";"2";"/ros_mary_bridge";"1502806293.536011934";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:execute_cb:229"
"finished speaking...";"2";"/ros_mary_bridge";"1502806293.435055017";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:execute_cb:241"
"setting volume to 1.000000";"2";"/ros_mary_bridge";"1502806293.410907983";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__set_volume:103"
"updated priority map: {'/ros_mary_bridge': 0.0}";"2";"/ros_mary_bridge";"1502806293.410693883";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__priority_update:109"
"played";"2";"/ros_mary_bridge";"1502806293.410207986";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:<module>:264"
"Tue Aug 15 15:11:30.098 [FileAllocator] done allocating datafile /nfshome/strands/Waitress/mongodb_store/physics_cafe/message_store.3, size: 128MB,  took 0.002 secs";"2";"/mongo_server";"1502806290.098445892";"/rosout";"mongodb_server.py:_mongo_loop:132"
"ABORTED";"2";"/monitored_nav";"1502806290.096370935";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"action_server_wrapper.py:execute_cb:252"
"State machine terminating 'bumper_recover':'recovered_with_help':'recovered_with_help'";"2";"/monitored_nav";"1502806290.095884084";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:_update_once:304"
"State machine terminating 'BUMPER_HELP':'recovered_with_help':'recovered_with_help'";"2";"/monitored_nav";"1502806290.095453977";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:_update_once:304"
"Tue Aug 15 15:11:30.093 [FileAllocator] creating directory /nfshome/strands/Waitress/mongodb_store/physics_cafe/_tmp";"2";"/mongo_server";"1502806290.094275951";"/rosout";"mongodb_server.py:_mongo_loop:132"
"Tue Aug 15 15:11:30.093 [FileAllocator] allocating new datafile /nfshome/strands/Waitress/mongodb_store/physics_cafe/message_store.3, filling with zeroes...";"2";"/mongo_server";"1502806290.093791007";"/rosout";"mongodb_server.py:_mongo_loop:132"
"setting volume to 1.000000";"2";"/ros_mary_bridge";"1502806289.746767997";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__set_volume:103"
"updated priority map: {'/ros_mary_bridge': 1.0}";"2";"/ros_mary_bridge";"1502806289.746490955";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__priority_update:109"
"start playing sound";"2";"/ros_mary_bridge";"1502806289.745944976";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:play_sound:180"
"say Something is still wrong. Are you sure I am in a clear area?";"2";"/ros_mary_bridge";"1502806289.530520915";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:<module>:261"
"action triggered: say Something is still wrong. Are you sure I am in a clear area?";"2";"/ros_mary_bridge";"1502806289.512774944";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:execute_cb:229"
"Navigating next try: 1";"2";"/topological_navigation";"1502806266.737334012";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:navigate:275"
"Navigating Case 1 -> res: 1";"2";"/topological_navigation";"1502806266.737021923";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:navigate:231"
"Model physics_cafe__WayPoint10_WayPoint8 hasn't been created yet. No info will be added to the models until models are built again";"4";"/topological_prediction";"1502806266.708022117";"/fremenserver/cancel,/fremenserver/feedback,/fremenserver/goal,/fremenserver/result,/fremenserver/status,/fremenserver_start,/rosout,/topological_map,/topological_navigation/Statistics,/topological_prediction/build_temporal_model/cancel,/topological_prediction/build_temporal_model/feedback,/topological_prediction/build_temporal_model/goal,/topological_prediction/build_temporal_model/result,/topological_prediction/build_temporal_model/status";"topological_prediction.py:stats_callback:221"
"Fatal fail on Tuesday, August 15 2017, at 15:11:06 hours (54/0)";"2";"/topological_navigation";"1502806266.707550048";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:432"
"setting parameters back";"2";"/topological_navigation";"1502806266.707267999";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:followRoute:408"
"Preempt on state machine requested!";"2";"/monitored_nav";"1502806266.381506919";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"action_server_wrapper.py:preempt_cb:263"
"Unregistering old page topic";"2";"/strands_webserver";"1502806254.327161073";"/rosout,/strands_webserver/display_1/page,/strands_webserver/display_2/page";"strands_webserver:dispose_of_publisher:193"
"[Client 1] Subscribed to /strands_webserver/modal_dialog/cancel";"2";"/rosbridge_websocket";"1502806251.870724916";"/rosout,/strands_webserver/display_2/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status";"protocol.py:log:367"
"[Client 1] Subscribed to /strands_webserver/modal_dialog/goal";"2";"/rosbridge_websocket";"1502806251.855937957";"/rosout,/strands_webserver/display_2/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status";"protocol.py:log:367"
"[Client 1] Subscribed to /strands_webserver/modal_dialog";"2";"/rosbridge_websocket";"1502806251.789916038";"/rosout,/strands_webserver/display_2/page,/strands_webserver/modal_dialog";"protocol.py:log:367"
"[Client 1] Subscribed to /strands_webserver/display_2/page";"2";"/rosbridge_websocket";"1502806251.771503925";"/rosout,/strands_webserver/display_2/page";"protocol.py:log:367"
"Registering display, id=2";"2";"/strands_webserver";"1502806251.749022960";"/rosout,/strands_webserver/display_1/page";"strands_webserver:register_display_srv_cb:169"
"Client connected.  1 clients total.";"2";"/rosbridge_websocket";"1502806251.743117094";"/rosout";"websocket_handler.py:open:74"
"Unregistering display, id=1";"2";"/strands_webserver";"1502806251.326523065";"/rosout,/strands_webserver/display_1/page";"strands_webserver:unregister_display_srv_cb:184"
"Client disconnected. 0 clients total.";"2";"/rosbridge_websocket";"1502806251.251138925";"/rosout";"websocket_handler.py:on_close:109"
"Could not process inbound connection: [/rosbridge_websocket] is not a publisher of [/strands_webserver/modal_dialog/result]. Topics are [['/rosout', 'rosgraph_msgs/Log']]{'message_definition': \"# ====== DO NOT MODIFY! AUTOGENERATED FROM AN ACTION DEFINITION ======\n\nHeader header\nactionlib_msgs/GoalStatus status\nModalDialogSrvResult result\n\n================================================================================\nMSG: std_msgs/Header\n# Standard metadata for higher-level stamped data types.\n# This is generally used to communicate timestamped data \n# in a particular coordinate frame.\n# \n# sequence ID: consecutively increasing ID \nuint32 seq\n#Two-integer timestamp that is expressed as:\n# * stamp.sec: seconds (stamp_secs) since epoch (in Python the variable is called 'secs')\n# * stamp.nsec: nanoseconds since stamp_secs (in Python the variable is called 'nsecs')\n# time-handling sugar is provided by the client library\ntime stamp\n#Frame this data is associated with\n# 0: no frame\n# 1: global frame\nstring frame_id\n\n================================================================================\nMSG: actionlib_msgs/GoalStatus\nGoalID goal_id\nuint8 status\nuint8 PENDING         = 0   # The goal has yet to be processed by the action server\nuint8 ACTIVE          = 1   # The goal is currently being processed by the action server\nuint8 PREEMPTED       = 2   # The goal received a cancel request after it started executing\n                            #   and has since completed its execution (Terminal State)\nuint8 SUCCEEDED       = 3   # The goal was achieved successfully by the action server (Terminal State)\nuint8 ABORTED         = 4   # The goal was aborted during execution by the action server due\n                            #    to some failure (Terminal State)\nuint8 REJECTED        = 5   # The goal was rejected by the action server without being processed,\n                            #    because the goal was unattainable or invalid (Terminal State)\nuint8 PREEMPTING      = 6   # The goal received a cancel request after it started executing\n                            #    and has not yet completed execution\nuint8 RECALLING       = 7   # The goal received a cancel request before it started executing,\n                            #    but the action server has not yet confirmed that the goal is canceled\nuint8 RECALLED        = 8   # The goal received a cancel request before it started executing\n                            #    and was successfully cancelled (Terminal State)\nuint8 LOST            = 9   # An action client can determine that a goal is LOST. This should not be\n                            #    sent over the wire by an action server\n\n#Allow for the user to associate a string with GoalStatus for debugging\nstring text\n\n\n================================================================================\nMSG: actionlib_msgs/GoalID\n# The stamp should store the time at which this goal was requested.\n# It is used by an action server when it tries to preempt all\n# goals that were requested before a certain time\ntime stamp\n\n# The id provides a way to associate feedback and\n# result message with specific goal requests. The id\n# specified must be unique.\nstring id\n\n\n================================================================================\nMSG: strands_webserver/ModalDialogSrvResult\n# ====== DO NOT MODIFY! AUTOGENERATED FROM AN ACTION DEFINITION ======\n# returns the HTML definition of the selected button\nstring button\n# returns the index of the selected button\nuint32 button_id\n\", 'callerid': '/monitored_nav', 'tcp_nodelay': '0', 'md5sum': '3b21aced9b330dfa6dc35320660923b8', 'topic': '/strands_webserver/modal_dialog/result', 'type': 'strands_webserver/ModalDialogSrvActionResult'}";"4";"/rosbridge_websocket";"1502806251.242397069";"/rosout,/strands_webserver/display_1/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/goal";"tcpros_base.py:_tcp_server_callback:345"
"Could not process inbound connection: Internal error processing topic [/strands_webserver/modal_dialog/feedback]{'message_definition': \"# ====== DO NOT MODIFY! AUTOGENERATED FROM AN ACTION DEFINITION ======\n\nHeader header\nactionlib_msgs/GoalStatus status\nModalDialogSrvFeedback feedback\n\n================================================================================\nMSG: std_msgs/Header\n# Standard metadata for higher-level stamped data types.\n# This is generally used to communicate timestamped data \n# in a particular coordinate frame.\n# \n# sequence ID: consecutively increasing ID \nuint32 seq\n#Two-integer timestamp that is expressed as:\n# * stamp.sec: seconds (stamp_secs) since epoch (in Python the variable is called 'secs')\n# * stamp.nsec: nanoseconds since stamp_secs (in Python the variable is called 'nsecs')\n# time-handling sugar is provided by the client library\ntime stamp\n#Frame this data is associated with\n# 0: no frame\n# 1: global frame\nstring frame_id\n\n================================================================================\nMSG: actionlib_msgs/GoalStatus\nGoalID goal_id\nuint8 status\nuint8 PENDING         = 0   # The goal has yet to be processed by the action server\nuint8 ACTIVE          = 1   # The goal is currently being processed by the action server\nuint8 PREEMPTED       = 2   # The goal received a cancel request after it started executing\n                            #   and has since completed its execution (Terminal State)\nuint8 SUCCEEDED       = 3   # The goal was achieved successfully by the action server (Terminal State)\nuint8 ABORTED         = 4   # The goal was aborted during execution by the action server due\n                            #    to some failure (Terminal State)\nuint8 REJECTED        = 5   # The goal was rejected by the action server without being processed,\n                            #    because the goal was unattainable or invalid (Terminal State)\nuint8 PREEMPTING      = 6   # The goal received a cancel request after it started executing\n                            #    and has not yet completed execution\nuint8 RECALLING       = 7   # The goal received a cancel request before it started executing,\n                            #    but the action server has not yet confirmed that the goal is canceled\nuint8 RECALLED        = 8   # The goal received a cancel request before it started executing\n                            #    and was successfully cancelled (Terminal State)\nuint8 LOST            = 9   # An action client can determine that a goal is LOST. This should not be\n                            #    sent over the wire by an action server\n\n#Allow for the user to associate a string with GoalStatus for debugging\nstring text\n\n\n================================================================================\nMSG: actionlib_msgs/GoalID\n# The stamp should store the time at which this goal was requested.\n# It is used by an action server when it tries to preempt all\n# goals that were requested before a certain time\ntime stamp\n\n# The id provides a way to associate feedback and\n# result message with specific goal requests. The id\n# specified must be unique.\nstring id\n\n\n================================================================================\nMSG: strands_webserver/ModalDialogSrvFeedback\n# ====== DO NOT MODIFY! AUTOGENERATED FROM AN ACTION DEFINITION ======\nstring feedback\n\n\", 'callerid': '/monitored_nav', 'tcp_nodelay': '0', 'md5sum': '99eff65d7d7ea548572edff08e1d4324', 'topic': '/strands_webserver/modal_dialog/feedback', 'type': 'strands_webserver/ModalDialogSrvActionFeedback'}";"4";"/rosbridge_websocket";"1502806251.239897966";"/rosout,/strands_webserver/display_1/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result";"tcpros_base.py:_tcp_server_callback:345"
"Could not process inbound connection: [/rosbridge_websocket] is not a publisher of [/strands_webserver/modal_dialog/status]. Topics are [['/rosout', 'rosgraph_msgs/Log'], ['/strands_webserver/modal_dialog/feedback', 'strands_webserver/ModalDialogSrvActionFeedback'], ['/strands_webserver/modal_dialog/result', 'strands_webserver/ModalDialogSrvActionResult']]{'message_definition': \"# Stores the statuses for goals that are currently being tracked\n# by an action server\nHeader header\nGoalStatus[] status_list\n\n\n================================================================================\nMSG: std_msgs/Header\n# Standard metadata for higher-level stamped data types.\n# This is generally used to communicate timestamped data \n# in a particular coordinate frame.\n# \n# sequence ID: consecutively increasing ID \nuint32 seq\n#Two-integer timestamp that is expressed as:\n# * stamp.sec: seconds (stamp_secs) since epoch (in Python the variable is called 'secs')\n# * stamp.nsec: nanoseconds since stamp_secs (in Python the variable is called 'nsecs')\n# time-handling sugar is provided by the client library\ntime stamp\n#Frame this data is associated with\n# 0: no frame\n# 1: global frame\nstring frame_id\n\n================================================================================\nMSG: actionlib_msgs/GoalStatus\nGoalID goal_id\nuint8 status\nuint8 PENDING         = 0   # The goal has yet to be processed by the action server\nuint8 ACTIVE          = 1   # The goal is currently being processed by the action server\nuint8 PREEMPTED       = 2   # The goal received a cancel request after it started executing\n                            #   and has since completed its execution (Terminal State)\nuint8 SUCCEEDED       = 3   # The goal was achieved successfully by the action server (Terminal State)\nuint8 ABORTED         = 4   # The goal was aborted during execution by the action server due\n                            #    to some failure (Terminal State)\nuint8 REJECTED        = 5   # The goal was rejected by the action server without being processed,\n                            #    because the goal was unattainable or invalid (Terminal State)\nuint8 PREEMPTING      = 6   # The goal received a cancel request after it started executing\n                            #    and has not yet completed execution\nuint8 RECALLING       = 7   # The goal received a cancel request before it started executing,\n                            #    but the action server has not yet confirmed that the goal is canceled\nuint8 RECALLED        = 8   # The goal received a cancel request before it started executing\n                            #    and was successfully cancelled (Terminal State)\nuint8 LOST            = 9   # An action client can determine that a goal is LOST. This should not be\n                            #    sent over the wire by an action server\n\n#Allow for the user to associate a string with GoalStatus for debugging\nstring text\n\n\n================================================================================\nMSG: actionlib_msgs/GoalID\n# The stamp should store the time at which this goal was requested.\n# It is used by an action server when it tries to preempt all\n# goals that were requested before a certain time\ntime stamp\n\n# The id provides a way to associate feedback and\n# result message with specific goal requests. The id\n# specified must be unique.\nstring id\n\n\", 'callerid': '/monitored_nav', 'tcp_nodelay': '0', 'md5sum': '8b2b82f13216d0a8ea88bd3af735e619', 'topic': '/strands_webserver/modal_dialog/status', 'type': 'actionlib_msgs/GoalStatusArray'}";"4";"/rosbridge_websocket";"1502806251.239175081";"/rosout,/strands_webserver/display_1/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result";"tcpros_base.py:_tcp_server_callback:345"
"[Client 0] Unsubscribed from /strands_webserver/display_1/page";"2";"/rosbridge_websocket";"1502806251.236216068";"/rosout,/strands_webserver/display_1/page,/strands_webserver/modal_dialog,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status";"protocol.py:log:367"
"finished speaking...";"2";"/ros_mary_bridge";"1502806226.331942081";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:execute_cb:241"
"setting volume to 1.000000";"2";"/ros_mary_bridge";"1502806226.310652017";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__set_volume:103"
"updated priority map: {'/ros_mary_bridge': 0.0}";"2";"/ros_mary_bridge";"1502806226.310349941";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"pygame_player.py:__priority_update:109"
"played";"2";"/ros_mary_bridge";"1502806226.310117006";"/pygame_player_negotiation,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status";"marybridge.py:<module>:264"
"No matching device found.... waiting for devices. Reason: openni2_wrapper::OpenNI2Device::OpenNI2Device(const string&) @ /tmp/binarydeb/ros-indigo-openni2-camera-0.2.7/src/openni2_device.cpp @ 74 : Device open failed
	Could not open \"1d27/0601@1/9\": USB transfer timeout!

