message;severity;node;stamp;topics;location
"State machine terminating 'MONITORED_NAV':'succeeded':'succeeded'";"2";"/monitored_nav";"1502804317.851409912";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:_update_once:304"
"Concurrent Outcomes: {'stuck_on_carpet': 'preempted', 'magnetic_strip': 'preempted', 'service_pause_nav': 'preempted', 'bumper': 'preempted', 'pad_pause_nav': 'preempted', 'NAV_SM': 'succeeded'}";"2";"/monitored_nav";"1502804317.851097106";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:execute:277"
"Concurrent state 'pad_pause_nav' returned outcome 'preempted' on termination.";"2";"/monitored_nav";"1502804317.850341081";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"Concurrent state 'service_pause_nav' returned outcome 'preempted' on termination.";"2";"/monitored_nav";"1502804317.849077939";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"Concurrent state 'magnetic_strip' returned outcome 'preempted' on termination.";"2";"/monitored_nav";"1502804317.846349000";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"Concurrent state 'bumper' returned outcome 'preempted' on termination.";"2";"/monitored_nav";"1502804317.845041990";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"Concurrent state 'stuck_on_carpet' returned outcome 'preempted' on termination.";"2";"/monitored_nav";"1502804317.844655036";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"Concurrent state 'NAV_SM' returned outcome 'succeeded' on termination.";"2";"/monitored_nav";"1502804317.842480897";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"concurrence.py:_state_runner:350"
"State machine terminating 'NAVIGATION':'succeeded':'succeeded'";"2";"/monitored_nav";"1502804317.842175006";"/barrier_status,/cmd_vel,/do_backtrack/cancel,/do_backtrack/feedback,/do_backtrack/goal,/do_backtrack/result,/do_backtrack/status,/human_aware_navigation/cancel,/human_aware_navigation/feedback,/human_aware_navigation/goal,/human_aware_navigation/result,/human_aware_navigation/status,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/monitored_nav_event,/monitored_navigation/pause_requested,/monitored_navigation/result,/monitored_navigation/srv_pause_requested,/monitored_navigation/status,/monitored_navigation/stuck_on_carpet,/monitored_navigation_sm/smach/container_init,/monitored_navigation_sm/smach/container_status,/monitored_navigation_sm/smach/container_structure,/motor_status,/odom,/rosout,/speak/cancel,/speak/feedback,/speak/goal,/speak/result,/speak/status,/strands_image_tweets/cancel,/strands_image_tweets/feedback,/strands_image_tweets/goal,/strands_image_tweets/result,/strands_image_tweets/status,/strands_webserver/modal_dialog/cancel,/strands_webserver/modal_dialog/feedback,/strands_webserver/modal_dialog/goal,/strands_webserver/modal_dialog/result,/strands_webserver/modal_dialog/status,/teleop_joystick/joy";"state_machine.py:_update_once:304"
"Goal reached";"2";"/move_base";"1502804317.503313544";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::isGoalReached:154"
"Got new plan";"2";"/move_base";"1502804315.903270169";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::setPlan:139"
"Got new plan";"2";"/move_base";"1502804313.903277638";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::setPlan:139"
"Got new plan";"2";"/move_base";"1502804311.903286839";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::setPlan:139"
"new node reached WayPoint6";"2";"/topological_navigation";"1502804310.359074115";"/closest_node,/current_edge,/current_node,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Edge,/topological_navigation/Route,/topological_navigation/Statistics,/topological_navigation/cancel,/topological_navigation/feedback,/topological_navigation/goal,/topological_navigation/result,/topological_navigation/status";"navigation.py:currentNodeCallback:195"
"new node reached WayPoint6";"2";"/execute_policy_server";"1502804310.359071969";"/closest_node,/current_node,/human_aware_navigation/DWAPlannerROS/parameter_descriptions,/human_aware_navigation/DWAPlannerROS/parameter_updates,/monitored_navigation/cancel,/monitored_navigation/feedback,/monitored_navigation/goal,/monitored_navigation/result,/monitored_navigation/status,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/rosout,/topological_map,/topological_navigation/Statistics,/topological_navigation/execute_policy_mode/cancel,/topological_navigation/execute_policy_mode/feedback,/topological_navigation/execute_policy_mode/goal,/topological_navigation/execute_policy_mode/result,/topological_navigation/execute_policy_mode/status";"execute_policy_server.py:currentNodeCallback:208"
"Got new plan";"2";"/move_base";"1502804309.903307984";"/cmd_vel,/move_base/DWAPlannerROS/cost_cloud,/move_base/DWAPlannerROS/global_plan,/move_base/DWAPlannerROS/local_plan,/move_base/DWAPlannerROS/parameter_descriptions,/move_base/DWAPlannerROS/parameter_updates,/move_base/DWAPlannerROS/trajectory_cloud,/move_base/NavfnROS/plan,/move_base/current_goal,/move_base/feedback,/move_base/global_costmap/costmap,/move_base/global_costmap/costmap_updates,/move_base/global_costmap/footprint,/move_base/global_costmap/global_inflation_layer/parameter_descriptions,/move_base/global_costmap/global_inflation_layer/parameter_updates,/move_base/global_costmap/map_layer/parameter_descriptions,/move_base/global_costmap/map_layer/parameter_updates,/move_base/global_costmap/no_go_layer/parameter_descriptions,/move_base/global_costmap/no_go_layer/parameter_updates,/move_base/global_costmap/obstacle_layer/clearing_endpoints,/move_base/global_costmap/obstacle_layer/parameter_descriptions,/move_base/global_costmap/obstacle_layer/parameter_updates,/move_base/global_costmap/parameter_descriptions,/move_base/global_costmap/parameter_updates,/move_base/goal,/move_base/local_costmap/costmap,/move_base/local_costmap/costmap_updates,/move_base/local_costmap/footprint,/move_base/local_costmap/local_inflation_layer/parameter_descriptions,/move_base/local_costmap/local_inflation_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/clearing_endpoints,/move_base/local_costmap/obstacle_layer/parameter_descriptions,/move_base/local_costmap/obstacle_layer/parameter_updates,/move_base/local_costmap/obstacle_layer/voxel_grid,/move_base/local_costmap/parameter_descriptions,/move_base/local_costmap/parameter_updates,/move_base/parameter_descriptions,/move_base/parameter_updates,/move_base/result,/move_base/status,/rosout";"/tmp/binarydeb/ros-indigo-dwa-local-planner-1.12.13/src/dwa_planner_ros.cpp:DWAPlannerROS::setPlan:139"
